0,0.000000
1,3.000000
2,6.000000
3,9.000000
4,12.000000
5,15.000000
6,18.000000
7,21.000000
8,24.000000
9,27.000000
10,30.000000
11,33.000000
12,36.000000
13,39.000000
14,42.000000
15,45.000000
16,48.000000
17,51.000000
18,54.000000
19,57.000000
20,60.000000
21,63.000000
22,66.000000
23,69.000000
24,72.000000
25,75.000000
26,78.000000
27,81.000000
28,84.000000
29,87.000000
30,90.000000
31,93.000000
32,96.000000
33,99.000000
34,102.000000
35,105.000000
36,108.000000
37,111.000000
38,114.000000
39,117.000000
40,120.000000
41,123.000000
42,126.000000
43,129.000000
44,132.000000
45,135.000000
46,138.000000
47,141.000000
48,144.000000
49,147.000000
50,150.000000
51,153.000000
52,156.000000
53,159.000000
54,162.000000
55,165.000000
56,168.000000
57,171.000000
58,174.000000
59,177.000000
60,180.000000
61,183.000000
62,186.000000
63,189.000000
64,192.000000
65,195.000000
66,198.000000
67,201.000000
68,204.000000
69,207.000000
70,210.000000
71,213.000000
72,216.000000
73,219.000000
74,222.000000
75,225.000000
76,228.000000
77,231.000000
78,234.000000
79,237.000000
80,240.000000
81,243.000000
82,246.000000
83,249.000000
84,252.000000
85,255.000000
86,258.000000
87,261.000000
88,264.000000
89,267.000000
90,270.000000
91,273.000000
92,276.000000
93,279.000000
94,282.000000
95,285.000000
96,288.000000
97,291.000000
98,294.000000
99,297.000000
100,300.000000
101,303.000000
102,306.000000
103,309.000000
104,312.000000
105,315.000000
106,318.000000
107,321.000000
108,324.000000
109,327.000000
110,330.000000
111,333.000000
112,336.000000
113,339.000000
114,342.000000
115,345.000000
116,348.000000
117,351.000000
118,354.000000
119,357.000000
120,360.000000
121,363.000000
122,366.000000
123,369.000000
124,372.000000
125,375.000000
126,378.000000
127,381.000000
128,384.000000
129,387.000000
130,390.000000
131,393.000000
132,396.000000
133,399.000000
134,402.000000
135,405.000000
136,408.000000
137,411.000000
138,414.000000
139,417.000000
140,420.000000
141,423.000000
142,426.000000
143,429.000000
144,432.000000
145,435.000000
146,438.000000
147,441.000000
148,444.000000
149,447.000000
150,450.000000
151,453.000000
152,456.000000
153,459.000000
154,462.000000
155,465.000000
156,468.000000
157,471.000000
