0,0.000000
1,0.000000
2,0.000000
3,0.000000
4,0.000000
5,0.000001
6,0.000001
7,0.000001
8,0.000002
9,0.000002
10,0.000003
11,0.000004
12,0.000004
13,0.000005
14,0.000006
15,0.000007
16,0.000008
17,0.000009
18,0.000010
19,0.000011
20,0.000012
21,0.000013
22,0.000014
23,0.000016
24,0.000017
25,0.000019
26,0.000020
27,0.000022
28,0.000023
29,0.000025
30,0.000027
31,0.000029
32,0.000030
33,0.000032
34,0.000034
35,0.000036
36,0.000039
37,0.000041
38,0.000043
39,0.000045
40,0.000048
41,0.000050
42,0.000053
43,0.000055
44,0.000058
45,0.000060
46,0.000063
47,0.000066
48,0.000069
49,0.000072
50,0.000075
51,0.000078
52,0.000081
53,0.000084
54,0.000087
55,0.000090
56,0.000094
57,0.000097
58,0.000100
59,0.000104
60,0.000107
61,0.000111
62,0.000115
63,0.000118
64,0.000122
65,0.000126
66,0.000130
67,0.000134
68,0.000138
69,0.000142
70,0.000146
71,0.000151
72,0.000155
73,0.000159
74,0.000164
75,0.000168
76,0.000173
77,0.000177
78,0.000182
79,0.000186
80,0.000191
81,0.000196
82,0.000201
83,0.000206
84,0.000211
85,0.000216
86,0.000221
87,0.000226
88,0.000231
89,0.000237
90,0.000242
91,0.000248
92,0.000253
93,0.000259
94,0.000264
95,0.000270
96,0.000276
97,0.000281
98,0.000287
99,0.000293
100,0.000299
101,0.000305
102,0.000311
103,0.000317
104,0.000323
105,0.000330
106,0.000336
107,0.000342
108,0.000349
109,0.000355
110,0.000362
111,0.000369
112,0.000375
113,0.000382
114,0.000389
115,0.000396
116,0.000403
117,0.000410
118,0.000417
119,0.000424
120,0.000431
121,0.000438
122,0.000445
123,0.000453
124,0.000460
125,0.000468
126,0.000475
127,0.000483
128,0.000490
129,0.000498
130,0.000506
131,0.000514
132,0.000521
133,0.000529
134,0.000537
135,0.000545
136,0.000554
137,0.000562
138,0.000570
139,0.000578
140,0.000587
141,0.000595
142,0.000604
143,0.000612
144,0.000621
145,0.000629
146,0.000638
147,0.000647
148,0.000656
149,0.000665
150,0.000673
151,0.000683
152,0.000692
153,0.000701
154,0.000710
155,0.000719
156,0.000729
157,0.000738
158,0.000747
159,0.000757
160,0.000766
161,0.000776
162,0.000786
163,0.000795
164,0.000805
165,0.000815
166,0.000825
167,0.000835
168,0.000845
169,0.000855
170,0.000865
171,0.000876
172,0.000886
173,0.000896
174,0.000907
175,0.000917
176,0.000928
177,0.000938
178,0.000949
179,0.000959
180,0.000970
181,0.000981
182,0.000992
183,0.001003
184,0.001014
185,0.001025
186,0.001036
187,0.001047
188,0.001058
189,0.001070
190,0.001081
191,0.001093
192,0.001104
193,0.001116
194,0.001127
195,0.001139
196,0.001151
197,0.001162
198,0.001174
199,0.001186
200,0.001198
201,0.001210
202,0.001222
203,0.001234
204,0.001246
205,0.001259
206,0.001271
207,0.001283
208,0.001296
209,0.001308
210,0.001321
211,0.001334
212,0.001346
213,0.001359
214,0.001372
215,0.001385
