1944;0;0
1946;0;0
1948;0;0
1950;0;0
1952;0;0
1954;0;0
1956;0;0
1958;0;0
1960;0;0
1962;0;0
1964;0;0
1966;0;0
1968;0;0
1970;0;0
1972;0;0
1974;0;0
1976;0;0
1978;0;0
1980;0;0
1982;0;0
1984;0;0
1986;0;0
1988;0;0
1990;0;0
1992;0;0
1994;0;0
1996;0;0
1998;0;0
2000;0;0
2002;0;0
2004;0;0
2006;0;0
2008;0;0
2010;0;0
2012;0;0
2014;0;0
2016;0;0
2018;0;0
2020;0;0
2022;0;0
2024;0;0
2026;0;0
2028;0;0
2030;0;0
2032;0;0
2034;0;0
2036;0;0
2038;0;0
2040;0;0
2042;0;0
2044;0;0
2046;0;0
2048;0;0
2050;0;0
2052;0;0
2054;0;0
2056;0;0
2058;0;0
2060;0;0
2062;0;0
2064;0;0
2066;0;0
2068;0;0
2070;0;0
2072;0;0
2074;0;0
2076;0;0
2078;0;0
2080;0;0
2082;0;0
2084;0;0
2086;0;0
2088;0;0
2090;0;0
2092;0;0
2094;0;0
2096;0;0
2098;0;0
2100;0;0
2102;0;0
2104;0;0
2106;0;0
2108;0;0
2110;0;0
2112;0;0
2114;0;0
2116;0;0
2118;0;0
2120;0;0
2122;0;0
2124;0;0
2126;0;0
2128;0;0
2130;0;0
2132;0;0
2134;0;0
2136;0;0
2138;0;0
2140;0;0
2142;0;0
2144;0;0
2146;0;0
2148;0;0
2150;0;0
2152;0;0
2154;0;0
2156;0;0
2158;0;0
2160;0;0
2162;0;0
2164;0;0
2166;0;0
2168;0;0
2170;0;0
2172;0;0
2174;0;0
2176;0;0
2178;0;0
2180;0;0
2182;0;0
2184;0;0
2186;0;0
2188;0;0
2190;0;0
2192;0;0
2194;0;0
2196;0;0
2198;0;0
2200;0;0
2202;0;0
2204;0;0
2206;0;0
2208;0;0
2210;0;0
2212;0;0
2214;0;0
2216;0;0
2218;0;0
2220;0;0
2222;0;0
2224;0;0
2226;0;0
2228;0;0
2230;0;0
2232;0;0
2234;0;0
2236;0;0
2238;0;0
2240;0;0
2242;0;0
2244;0;0
2246;0;0
2248;0;0
2250;0;0
2252;0;0
2254;0;0
2256;0;0
2258;0;0
2260;0;0
2262;0;0
2264;0;0
2266;0;0
2268;0;0
2270;0;0
2272;0;0
2274;0;0
2276;0;0
2278;0;0
2280;0;0
2282;0;0
2284;0;0
2286;0;0
2288;0;0
2290;0;0
2292;0;0
2294;0;0
2296;0;0
2298;0;0
2300;0;0
2302;0;0
2304;0;0
2306;0;0
2308;0;0
2310;0;0
2312;0;0
2314;0;0
2316;0;0
2318;0;0
2320;0;0
2322;0;0
2324;0;0
2326;0;0
2328;0;0
2330;0;0
2332;0;0
2334;0;0
2336;0;0
2338;0;0
2340;0;0
2342;0;0
2344;0;0
2346;0;0
2348;0;0
2350;0;0
2352;0;0
2354;0;0
2356;0;0
2358;0;0
2360;0;0
2362;0;0
2364;0;0
2366;0;0
2368;0;0
2370;0;0
2372;0;0
2374;0;0
2376;0;0
2378;0;0
2380;0;0
2382;0;0
2384;0;0
2386;0;0
2388;0;0
2390;0;0
2392;0;0
2394;0;0
2396;0;0
2398;0;0
2400;0;0
2402;0;0
2404;0;0
2406;0;0
2408;0;0
2410;0;0
2412;0;0
2414;0;0
2416;0;0
2418;0;0
2420;0;0
2422;0;0
2424;0;0
2426;0;0
2428;0;0
2430;0;0
2432;0;0
2434;0;0
2436;0;0
2438;0;0
2440;0;0
2442;0;0
2444;0;0
2446;0;0
2448;0;0
2450;0;0
2452;0;0
2454;0;0
2456;0;0
2458;0;0
2460;0;0
2462;0;0
2464;0;0
2466;0;0
2468;0;0
2470;0;0
2472;0;0
2474;0;0
2476;0;0
2478;0;0
2480;0;0
2482;0;0
2484;0;0
2486;0;0
2488;0;0
2490;0;0
2492;0;0
2494;0;0
2496;0;0
2498;0;0
2500;0;0
2502;0;0
2504;0;0
2506;0;0
2508;0;0
2510;0;0
2512;0;0
2514;0;0
2516;0;0
2518;0;0
2520;0;0
2522;0;0
2524;0;0
2526;0;0
2528;0;0
2530;0;0
2532;0;0
2534;0;0
2536;0;0
2538;0;0
2540;0;0
2542;0;0
2544;0;0
2546;0;0
2548;0;0
2550;0;0
2552;0;0
2554;0;0
2556;0;0
2558;0;0
2560;-0.000015;0
2562;0.000001;0
2564;0;0
2566;-0.000001;0
2568;0.000001;0
2570;-0.000003;0
2572;0.000002;0
2574;0.000003;0
2576;0.000001;0
2578;0;0
2580;-0.000001;0
2582;-0.000002;0
2584;0.000003;0
2586;0.000006;0
2588;0.000005;0
2590;-0.000001;0
2592;0.000001;0
2594;-0.000002;0
2596;0.000002;0
2598;0.000624;0
2600;-0.013361;0
2602;-0.01376;0
2604;-0.012249;0
2606;-0.010185;0
2608;-0.007239;0
2610;-0.004674;0
2612;-0.00237;0
2614;-0.001447;0
2616;-0.000887;0
2618;-0.000819;0
2620;-0.001202;0
2622;-0.00171;0
2624;-0.002272;0
2626;-0.003115;0
2628;-0.004274;0
2630;-0.005766;0
2632;-0.00765;0
2634;-0.009173;0
2636;-0.009759;0
2638;-0.009903;0
2640;-0.009664;0
2642;-0.008466;0
2644;-0.006642;0
2646;-0.004536;0
2648;-0.002883;0
2650;-0.001982;0
2652;-0.001269;0
2654;-0.000861;0
2656;-0.000642;0
2658;-0.000301;0
2660;-0.000017;0
2662;0.000204;0
2664;0.000343;0
2666;0.000393;0
2668;0.000155;0
2670;0.000037;0
2672;-0.000019;0
2674;-0.000058;0
2676;-0.000088;0
2678;-0.000183;0
2680;-0.000277;0
2682;-0.000317;0
2684;-0.000386;0
2686;-0.000302;0
2688;-0.000349;0
2690;-0.000287;0
2692;-0.000346;0
2694;-0.000355;0
2696;-0.000391;0
2698;-0.000287;0
2700;-0.000393;0
2702;-0.000117;0
2704;-0.000665;0
2706;-0.000451;0
2708;-0.000348;0
2710;-0.000277;0
2712;-0.000201;0
2714;-0.000192;0
2716;-0.000232;0
2718;-0.000194;0
2720;-0.000153;0
2722;-0.000135;0
2724;-0.000126;0
2726;-0.000124;0
2728;-0.000153;0
2730;-0.000155;0
2732;-0.000136;0
2734;-0.000093;0
2736;-0.000071;0
2738;-0.000072;0
2740;-0.0001;0
2742;-0.000094;0
2744;-0.000115;0
2746;-0.000026;0
2748;-0.000002;0
2750;0;0
2752;0;0
2754;-0.000002;0
2756;-0.000006;0
2758;-0.000012;0
2760;-0.000008;0
2762;0.000003;0
2764;0.000008;0
2766;0.000004;0
2768;0.000002;0
2770;0.000002;0
2772;0.000002;0
2774;0.000003;0
2776;0.000003;0
2778;0.000002;0
2780;0;0
2782;0.000002;0
2784;0;0
2786;0;0
2788;0;0
2790;0;0
2792;0.000002;0
2794;0;0
2796;0.000002;0
2798;0;0
2800;0;0
2802;0;0
2804;0.000002;0
2806;0;0
2808;0.000002;0
2810;0.000002;0
2812;0;0
2814;0;0
2816;0.000003;0
2818;0;0
2820;0.000003;0
2822;0.000003;0
2824;0.000004;0
2826;0.000013;0
2828;0.000029;0
2830;0.000025;0
2832;0.000046;0
2834;0.000055;0
2836;0.000087;0
2838;0.000099;0
2840;0.000136;0
2842;0.000165;0
2844;0.000201;0
2846;0.000213;0
2848;0.000257;0
2850;0.000315;0
2852;0.000362;0
2854;0.00043;0
2856;0.000475;0
2858;0.000557;0
2860;0.000623;0
2862;0.000708;0
2864;0.000756;0
2866;0.000897;0
2868;0.001015;0
2870;0.001139;0
2872;0.001209;0
2874;0.001394;0
2876;0.001503;0
2878;0.001604;0
2880;0.001898;0
2882;0.001994;0
2884;0.002121;0
2886;0.002208;0
2888;0.002451;0
2890;0.002769;0
2892;0.002831;0
2894;0.002652;0
2896;0.002539;0
2898;0.002621;0
2900;0.002866;0
2902;0.002758;0
2904;0.002705;0
2906;0.003491;0
2908;0.003005;0
2910;0.002852;0
2912;0.002883;0
2914;0.003253;0
2916;0.003866;0
2918;0.003931;0
2920;0.003653;0
2922;0.003243;0
2924;0.003258;0
2926;0.002903;0
2928;0.002621;0
2930;0.003382;0
2932;0.003625;0
2934;0.003936;0
2936;0.003232;0
2938;0.003377;0
2940;0.002983;0
2942;0.00281;0
2944;0.002611;0
2946;0.001972;0
2948;0.001895;0
2950;0.002249;0
2952;0.001926;0
2954;0.001226;0
2956;0.001382;0
2958;0.001107;0
2960;-0.000219;0
2962;0.000017;0
2964;0.001;0
2966;0.000868;0
2968;0.001695;0
2970;0.004125;0
2972;0.003868;0
2974;0.005435;0
2976;0.00722;0
2978;0.004694;0
2980;0.002994;0
2982;0.001021;0
2984;0.000325;0
2986;-0.000899;0
2988;0.000061;0
2990;0.000239;0
2992;-0.000137;0
2994;0.000257;0
2996;0.000036;0
2998;-0.00115;0
3000;-0.001171;0
3002;-0.001105;0
3004;-0.001806;0
3006;-0.001949;0
3008;-0.001389;0
3010;-0.001386;0
3012;-0.001979;0
3014;-0.001683;0
3016;-0.001303;0
3018;-0.001702;0
3020;-0.002186;0
3022;-0.001968;0
3024;-0.001653;0
3026;-0.00202;0
3028;-0.002502;0
3030;-0.002405;0
3032;-0.002001;0
3034;-0.002199;0
3036;-0.002534;0
3038;-0.002568;0
3040;-0.000341;0
3042;0;0
3044;0;0
3046;0;0
3048;0;0
3050;0;0
3052;0;0
3054;0;0
3056;0;0
3058;0;0
3060;0;0
3062;0;0
3064;0;0
3066;0;0
3068;0;0
3070;0;0
3072;0;0
3074;0;0
3076;0;0
3078;0;0
3080;0;0
3082;0;0
3084;0;0
3086;0;0
3088;0;0
3090;0;0
3092;0;0
3094;0;0
3096;0;0
3098;0;0
3100;0;0
3102;0;0
3104;0;0
3106;0;0
3108;0;0
3110;0;0
3112;0;0
3114;0;0
3116;0;0
3118;0;0
3120;0;0
3122;0;0
3124;0;0
3126;0;0
3128;0;0
3130;0;0
3132;0;0
3134;0;0
3136;0;0
3138;0;0
3140;0;0
3142;0;0
3144;0;0
3146;0;0
3148;0;0
3150;0;0
3152;0;0
3154;0;0
3156;0;0
3158;0;0
3160;0;0
3162;0;0
3164;0;0
3166;0;0
3168;0;0
3170;0;0
3172;0;0
3174;0;0
3176;0;0
3178;0;0
3180;0;0
3182;0;0
3184;0;0
3186;0;0
3188;0;0
3190;0;0
3192;0;0
3194;0;0
3196;0;0
3198;0;0
3200;0;0
3202;0;0
3204;0;0
3206;0;0
3208;0;0
3210;0;0
3212;0;0
3214;0;0
3216;0;0
3218;0;0
3220;0;0
3222;0;0
3224;0;0
3226;0;0
3228;0;0
3230;0;0
3232;0;0
3234;0;0
3236;0;0
3238;0;0
